invalidity,अवैधताय स्त्री, दुर्बळाय स्त्री, अशक्‍्तताय स्त्री.,,,,,,,
invalidity pension,दुर्बळाय पेन्शन, अशक्‍क्तताय पेन्शन, अशक्‍्तताय निवृत्ती वेतन.,,,,,,,
invariably adv,बदलनासतना, चुकनासतना.,,,,,,,,
inventory,वस्तूवळेरी स्त्री.,,,,,,,,,
inventory control,मालसांठो नियंत्रण.,,,,,,,,,
investigation,तपासकाम अ, अन्वेशण अ.,,,,,,,,
investment,गुंतवणूक स्त्री, निवेश पु.,,,,,,,,
invigilation,अधिक्षण अ, पर्यवेक्षण अ.,,,,,,,,
invitation,आपोवणें अ, मागोवणें अ, आमंत्रण अ, निमंत्रण अ.,,,,,,
invitation to tender,निविदा मागोवणी.,,,,,,,,,
in vogue,प्रचलीत, चालंत.,,,,,,,,
invoice,इनव्हॉयस पू, पुरवण (माल सेवा बील) स्त्री.,,,,,,,,
involuntary,इत्शे बगर, अस्वेच्छीक.,,,,,,,,
involved,सामील, अंतर्भूत.,,,,,,,,
inward journey,अंतर प्रवास, आंतर भोंबडी.,,,,,,,,
inward register,आवक नोंदपटी, आवक रजिस्टर.,,,,,,,,
inward returns,आवक विवरणां.,,,,,,,,,
ipso facto,वस्तुस्थितीवरवींच तश्याप्रमाणें, म्हणुनूच, तेच पासत.,,,,,,,
ipso jure,त्याच न्यायान.,,,,,,,,,
irrational,तर्कविरोधी.,,,,,,,,,
irrecoverable,अवसुलीय, बुडीत.,,,,,,,,
irregular,अनियमीत.,,,,,,,,,
irregularity,अनियमीतपण अ.,,,,,,,,,
irrelevant,असंबद्ध, अप्रस्तूत, असंगत.,,,,,,,
irresponsible,बेजबाबदार, बेजापसालदार.,,,,,,,,
irrevocable,अपरिवर्तनीय.,,,,,,,,,
irrigation works,शिंपणावळ वावर.,,,,,,,,,
ISD (International Subscriber Dialling),आंतर राष्ट्रीय वर्गणीदार डायलींग.,,,,,,,,,
isolated post,वेगळायीत पद्‌.,,,,,,,,,
"issue, vt",अंक पू, पत्रिका स्त्री, अपत्य अ, भुरगे अच मुद्दो पू, प्रस्न पु, तंटो पु, जारी करप, धाडप, निर्गमावप, उजवाडावप.
issue diary,निर्गम नोंदपटी.,,,,,,,,,
issueote,निर्गम टिप्पणी.,,,,,,,,,
issue order,निर्गम आदेश.,,,,,,,,,
issue price,निर्गम मोल.,,,,,,,,,
issue register,निर्गम नोंदपटी, निर्गम रजिस्टर.,,,,,,,,
issue today,आयज जारी करचें.,,,,,,,,,
issue voucher,व्हावचर जारी करचें.,,,,,,,,,
item,नग यु.,,,,,,,,,
itemwise adv,नगवार.,,,,,,,,,
itinerant worker,भोंवतो कामगार.,,,,,,,,,
itinerary,मार्ग निर्देशिका.,,,,,,,,,
job,काम अ, कार्य अ, जॉब पू, वावर पु, नोकरी स्त्री, चाकरी स्त्री, सेवा स्त्री.,,,
job analysis,कार्य विश्लेशण.,,,,,,,,,
job card,जॉब कार्ड, काम तकटो.,,,,,,,,
job classification,काम वर्गीकरण.,,,,,,,,,
job description,काम विवरण.,,,,,,,,,
job enrichment,काम उबारीकरण.,,,,,,,,,
job evaluation,काम मोलांकन.,,,,,,,,,
job factors,काम-घटक पू/स्त्री, काम-कारक स्त्री.,,,,,,,,
job freeze,नोकरी गोठोवणी.,,,,,,,,,
job grading,नोकरी श्रेणीकरण.,,,,,,,,,
job hunting,नोकरी सोद.,,,,,,,,,
jobless,बेकार, बेरोजगार.,,,,,,,,
job measurements,काम मापणी.,,,,,,,,,
job oriented,रोजगाराभिमूख.,,,,,,,,,
job production,रोजगार निर्मणी.,,,,,,,,,
job requirements, नोकरे गरजो,,,,,,,,,
job rotation,काम घोळोवणी.,,,,,,,,,
job satisfaction,काम समाधान, वावर धादोसकाय.,,,,,,,,
job security,रोजगार सुरक्षा, रोजगार राखण.,,,,,,,,
job specification,काम तपशिलीकरण.,,,,,,,,,
job study,कार्य-अभ्यास पु.,,,,,,,,,
job work,बारीक सारीक काम, किरकोळ काम.,,,,,,,,
"join vt, vi 1.",कार्यभार ग्रहण करप, संयोजीत करप, जोडप, रुजू जावप मेळप अ, सांगात दिवप, वांगडी जावप, सामील जावप.,,,
joining date,कार्यारंभ तारीख, कार्यग्रहण तारीख.,,,,,,,,
joining pay,कार्यारंभ वेतन.,,,,,,,,,
joining period,पदग्रहण अवधी, कार्यारंभ अवधी.,,,,,,,,
joining report,कार्यारंभ अहवाल.,,,,,,,,,
joining time,कार्यारंभ वेळ.,,,,,,,,,
"joint,",जोड, संयुक्त, एकत्र ॥ गांठ स्त्री, सांदो पु अड्डो पु.,,,,,,
joint account,जोड खातें.,,,,,,,,,
joint annuity,जोड वर्सावळ, जोड वर्सासन.,,,,,,,,
joint application,जोड अजींपत्र, एकत्र अर्ज.,,,,,,,,
joint attestation,जोड अभिप्रमाणन.,,,,,,,,,
joint auspices,जोड पालव.,,,,,,,,,
joint beneficiary,जोड लाबधारक.,,,,,,,,,
joint cadre,जोड कॅडर, जोड संवर्ग.,,,,,,,,
joint committee,जोड समिती.,,,,,,,,,
joint concurrence,संयुक्त सहमती.,,,,,,,,,
joint consultation,संयुक्त सल्लोमसलत.,,,,,,,,,
joint consultative committee,संयुक्त सल्लोमसलत समिती.,,,,,,,,,
joint discussions,संयुक्त भासाभास.,,,,,,,,,
joint family,रासवळ कुटुंब, अविभक्त कुटुंब.,,,,,,,,
joint funds,संयुक्त निधी.,,,,,,,,,
"joint holding,",संयुक्त धारण, संयुक्त आसपत संयुक्त नियंत्रीत.,,,,,,,,
joint intelligence staff,संयुक्त गुपीत म्हायती कर्मचारीवर्ग.,,,,,,,,,
jointly adv,संयुक्तपणान.,,,,,,,,,
jointly and severally,संयुक्तपणान आनी वेगवेगळेपणान.,,,,,,,,,
joint ownership,संयुक्त मालकी, संयुक्त धनीपण.,,,,,,,,
joint patrolling,जोड गस्त.,,,,,,,,,
joint planning staff,संयुक्त नियोजन कर्मचारीवर्ग.,,,,,,,,,
joint project,जोड प्रकल्प.,,,,,,,,,
joint representation,संयुक्त निवेदन, संयुक्त प्रतिनिधित्व.,,,,,,,,
joint resolution,संयुक्त थाराव, संयुक्त निर्धार.,,,,,,,,
joint responsibility,जोड जापसालकी, संयुक्त जबाबदारी.,,,,,,,,
joint sector,जोड क्षेत्र, संयुक्त क्षेत्र.,,,,,,,,
joint sitting,संयुक्त अधिवेशन.,,,,,,,,,
joint stock,संयुक्त स्टॉक बँक.,,,,,,,,,
joint supervision,संयुक्त पर्यवेक्षण.,,,,,,,,,
joint tenants,संयुक्त कुळां, जोड भाडेकार.,,,,,,,,
joint venture,संयुक्त उद्यम.,,,,,,,,,
journal,पत्रिका स्त्री, जर्नल पू, नेमाळें अ, अंक, दैनिकी स्त्री, दिसपटी स्त्री.,,,,
journalist,पत्रकार पू/ स्त्री.,,,,,,,,,
journey,प्रवास पू, भोंबडी स्त्री, पयण स्त्री.,,,,,,,
journey time,प्रवास कालावधी.,,,,,,,,,
jubilee,महोत्सव पू, दबाजो पु.,,,,,,,,
judge,न्यायाधीश परिक्षक पू/सत्री.,,,,,,,,,
judgement,न्याय पू, निर्णय पू, निवाडो, विवेक.,,,,,,
judicature,न्यायाधिकार पू, न्यायवेवस्था स्त्री.,,,,,,,,
judicial,न्यायीक, न्यायालयीन.,,,,,,,,
judicial custody,न्यायीक ताबो, न्यायीक तावड, न्यायालयीन ताबो, न्यायालयीन तावड.,,,,,,
judicial enquiry,न्यायीक चवकशी, न्यायालयीन चवकशी.,,,,,,,,
judicial lockup,न्यायीक कोठडी, न्यायालयीन कादय.,,,,,,,,
judicialotice,न्यायीक नोटीस, न्यायालयीन कळोवणी.,,,,,,,,
judicial power,न्यायीक अधिकार.,,,,,,,,,
judicial process,न्यायीक प्रक्रिया, न्यायालयीन प्रक्रिया.,,,,,,,,
judicial service,न्यायीक सेवा.,,,,,,,,,
judiciary 1.,न्यायपालिका स्त्री, न्यायवेवस्था स्त्री, न्यायाधिकरण अ.,,,,,,,
judicious,न्यायसंमत, न्यायसंगत, विवेकसंमत, विवेकी. ,,,,,,
junior administrative grade,कनिश्‍ठ प्रशासकी श्रेणी.,,,,,,,,,
junior clerk,कनिश्ठ कारकून.,,,,,,,,,
junior in rank,कनिश्‍ठ श्रेणीय.,,,,,,,,,
Jjuniority,कनिश्‍ठताय स्त्री.,,,,,,,,,
juniormost,कनिश्‍ठतम.,,,,,,,,,
junior scale,कनिश्‍ठ वेतनश्रेणी.,,,,,,,,,
jurisdiction,कार्यकक्षा स्त्री, अखत्यार स्त्री, अधिकार क्षेत्र अ.,,,,,,,
jurisprudence,न्यायशास्त्र अ, विधीशासत्र अ.,,,,,,,,
jurist,कायदेतज्ञ पू/स्त्री, कायदेपंडित पू/स्त्री, विधीवेत्तो (त्ती), विधीपंडित पू/स्त्री.,,,,,,
just,न्याय्य, उजू, न्यायपूर्ण.,,,,,,,
justice,न्याय पु, न्यायमुर्ती पू/स्त्री.,,,,,,,,
justiciable,न्यायनिवाडो, योग्य.,,,,,,,,
justifiable 2.,न्यायोचीत, समर्थनीय.,,,,,,,,
justification,  समर्थन अ.,,,,,,,,,
justify vz,न्याय दिविप, सत्य उकतावप, समर्थन करप, उचीत थारावप.,,,,,,
juvenile,किशोर, बाल.,,,,,,,,
juvenile convict,किशोर अपराधी.,,,,,,,,,
juvenile court,किशोर न्यायालय, बाल न्यायालय.,,,,,,,,
juvenile delinquency,किशोर कुवर्तणूक, बाल अपराध, बाल अपराधिताय, बाल अपचलणूक.,,,,,,
juvenile offender,किशोर गुन्यांवकार, किशोर अपराधी.,,,,,,,,
"key, 2 1.",मूलभूत, आधारभूत, चावी, आवश्यक घटक, सूर पु.,,,,,
key-board,की-बोर्ड पू, कुरवांफळी स्त्री, बटण फळी.,,,,,,,
key industry,मूलभूत उद्देग.,,,,,,,,,
key map,मूळ नकसो.,,,,,,,,,
keynote address,मूळस्वर उलोवप, बीजभाशण.,,,,,,,,
kickback,बेकायदो कमिशन.,,,,,,,,,
kidnapping,अपहरण,,,,,,,,,
kilovolt,किलोव्होल्ट पु.,,,,,,,,,
kin,संबंदीत पू/स्त्री, नातेवर्गी पु/स्त्री.,,,,,,,,
kindergarten teacher,बालवाडी शिक्षिका.,,,,,,,,,
kind perusal,नदर भोंबडावणी, अवलोकन अ.,,,,,,,,
kith and kin,संबंदीत पु/स्त्री भौ, नातेवर्गीं भौ, सोयरेधायरे पू/स्त्री भौ.,,,,,,,
knock off,काम थांबोवप.,,,,,,,,,
know-how,जाणकारी स्त्री, कळाशी स्त्री, कुशळटाय स्त्री.,,,,,,,
knowingly adv,जाणीवपुर्वक, जाणा जावन, मुद्दम.,,,,,,,
knowledgeable,जाणकार, गिन्यानी.,,,,,,,,
label,लेबल अ.,,,,,,,,,
laboratory,प्रयोगशाळा स्त्री.,,,,,,,,,
laboratory training,प्रयोगशाळा प्रशिक्षण.,,,,,,,,,
labour (=labor),श्रम अ कामगार पू, मजूर पू, मानाय पू, कामेरें अ.,,,,,,
labour charges,मजुरी स्त्री फेती स्त्री.,,,,,,,,,
labour contract,कामगार ठेको, कामगार कंत्राट.,,,,,,,,
labour court,श्रम न्यायालय.,,,,,,,,,
labour dispute,श्रमतंटो पु.,,,,,,,,,
labourer,कामगार पू/स्त्री, श्रमीक पु/ स्त्री) श्रमजिवी पू/ स्त्री, मानाय पू, कामेरे अ.,,,,,,
labour force,कामगार बळ, श्रम बळ.,,,,,,,,
labour laws,कामगार विधी, कामगार कायदे.,,,,,,,,
labour legislation,कामगार विधी/विधान.,,,,,,,,,
labour (manual),शारिरीक श्रम.,,,,,,,,,
labour movement,कामगार चळवळ, श्रमीक चळवळ.,,,,,,,,
labour organization,कामगार संघटना, श्रमीक संघटना कामगार संघटन.,,,,,,,,
labour relations,कामगार संबंद.,,,,,,,,,
labour room,बाळंटी कूड, प्रसुती कक्ष.,,,,,,,,
labour turnover,श्रम उलाढाल.,,,,,,,,,
labour union,कामगार संघटण, कामगार संघ.,,,,,,,,
labour skilled,कुशळ कामगार, कुशळ श्रमीक कारागीर.,,,,,,,,
labour unskilled,अकुशळ श्रमीक.,,,,,,,,,
labour welfare,कामगार कल्याण.,,,,,,,,,
lack of incentive,प्रोत्साहन अभाव.,,,,,,,,,
lack of knowledge,गिन्यान अभाव.,,,,,,,,,
ladder,निसण स्त्री.,,,,,,,,,
land acquisition,भूंय संपादन.,,,,,,,,,
land cost,माल देवोवपा मेरेनचो खर्च, माल दारा मेरेनचो खर्च.,,,,,,,,
land holder,भूंयधारक पू/स्त्री, जमीनधारक पू/ स्त्री.,,,,,,,,
landless labourer,भूंयहीण कामगार.,,,,,,,,,
landlord,भाटकार पू, जमीनदार पु.,,,,,,,,
land mark,नीस पू, भूंयखूण स्त्री, युगांतरकारी (निवाडो बी).,,,,,,,
land mortgage bank,भूंय घाणवट बँक.,,,,,,,,,
landowner,जमीन मालक, भाटकार (कान्न).,,,,,,,,
land property,भाट अ, भूंयसंपत स्त्री.,,,,,,,,
land reclamation,भूंयभराव पू, भूंय पुनरसंपादन.,,,,,,,,
land records,भूंय अभिलेख.,,,,,,,,,
land reforms,भूंय सुधारणा.,,,,,,,,,
land revenue,भूंय महसूल.,,,,,,,,,
land settlement,भूंय वेवस्थापन.,,,,,,,,,
land tenure,भूंय-धारणकाळ पु.,,,,,,,,,
land-use certificate,भूंय-वापर-प्रमाणपत्र अ.,,,,,,,,,
land-use change,भूंय-उपेगी परिवर्तन.,,,,,,,,,
language,भास स्त्री, भाशा स्त्री.,,,,,,,,
"lapse, vi",घाळपण, रद्दबातल जावप, (काळ अवधी बी) उलगप.,,,,,,,
lapsing of deposit,ठेव बाद जावप, ठेव पोल जावप.,,,,,,,,
largescale,व्हडा प्रमाणांत.,,,,,,,,,
last date, अंतीम तारीख.,,,,,,,,,
Last In First Out (LIFO),निमणी आवक पयली जावक.,,,,,,,,,
lasting,तिगपी, तगपी, दीर्घकाली.,,,,,,,
lastly adv,अंतीं, शेकीं.,,,,,,,,
last payment,अंतीम फारीकणी.,,,,,,,,,
late adv,'कळावान, उसरां सर्गेस्त.,,,,,,,,
late attendance,कळावी हाजिरी.,,,,,,,,,
late duty,लेट ड्युटी, उशीर झुटी, कळावी झुटी.,,,,,,,
late payment,कळावी फारीकणी.,,,,,,,,,
lateral relations,कडेकडले संबंद.,,,,,,,,,
lateral transfer,कडेकडलें स्थानांतर.,,,,,,,,,
latest,निमाण्यांत निमाणें, नवें ताहू, नवीनतम, अत्याधुनीक.,,,,,,
latitude 1.,मेकळीक स्त्री, घिलाय स्त्री, अक्षांश पु.,,,,,,,
laudable,तुस्तीपात्र.,,,,,,,,,
"launch vz, vt",सुरवात करप," (उद्‌कांत, अंतराळांत) सोडप", क्षेपप वापोर पू, लाँच स्त्री.,,,,,,
laundry allowance,उंबळणे भत्तो.,,,,,,,,,
lavatory,संडास पू, शौचालय स्त्री.,,,,,,,,
law,विधी स्त्री, कायदे पु.,,,,,,,,
law and order,कायदो सुवेवस्था स्त्री.,,,,,,,,,
law breaker,कायदो मोडणार.,,,,,,,,,
law courts,विधी न्यायालयां.,,,,,,,,,
lawful,कायदेशीर, विधीसंमत.,,,,,,,,
lawsuit,खटलो पू, न्यायीक फिर्याद.,,,,,,,,
lawyer 1. g 2. g,विधिज्ञ /ख्री, वकील /स्त्री.,,,,,,,,
laxity,सदळसाण स्त्री, धिलाय स्त्री, शिथीलपण अ.,,,,,,,
lay before,फुड्यांत मांडप, सादर करप.,,,,,,,,
layoff,तत्पुरती कामबंदी.,,,,,,,,,
layout,मांडावळ स्त्री, मांडणी स्त्री, आंखणी स्त्री.,,,,,,,
lazy,सुस्त, आळशी.,,,,,,,,
leader,मुखेली पू/स्त्री, नेतो पू, फुडारी पृ/ स्त्री.,,,,,,,
leadership quality,नेतृत्व गूण.,,,,,,,,,
leading article,अग्रलेख पु.,,,,,,,,,
leaflet,पत्रक अ.,,,,,,,,,
leak 1.,गळप, पाझरप, पोंपव फुटप (पेपर बी) फुटप (पेपर गुपीत बी) फोडप.,,,,,,,
leakage 1.,गळटी स्त्री, पोंबणी स्त्री फुटणी स्त्री.,,,,,,,,
leap frogging,एकांतरीन उडणां.,,,,,,,,,
leap year,चडीत वर्स, अधिवर्स अ.,,,,,,,,
learning 1. 1.,शिकप अ विद्वत्ता स्त्री, विद्या स्त्री.,,,,,,,,
"lease vt, vt",भाड्यान दिवप, खंडाक दिविप भाडेपट्टी स्त्री, इजारत स्त्री.,,,,,,,
lease-cum-sale deed,भाडेपट्टी आनी विकरी पत्र, भाडेपट्टीदारी आनी विकरी विलेख.,,,,,,,,
leased accommodation,भाडेपट्टीचेर निवास वेवस्था, भाडेपट्टीचेर राबितो वेवस्था.,,,,,,,,
lease for life,आजीव भाडेपट्टी.,,,,,,,,,
leasehold,भाडेपट्टी धारण, इजारती धारण.,,,,,,,,
leaseholder,  भाडेपट्टीधारक पू/स्त्री, इजारतकार (कान्न).,,,,,,,,
lease system,इजारत प्रणाली, भाडेपट्टी प्रणाली.,,,,,,,,
lease without term,कालावधी बगर भाडेपट्टी, अवधी विस्यत इजारत.,,,,,,,,
leasing,भाडेपट्टीदिणी इजारतीदिणी.,,,,,,,,,
"leave,",रजा स्त्री, अनुमती स्त्री, निरोप (दिणें-घेणें) पु, 1४ सोडून वचप सोडून दिवप, फाटीं सांडप, फाटीं दवरप, निरोप दिविप, निरोप घेवप.,,
leave account,रजा खातें.,,,,,,,,,
leave allowance,रजा भत्तो.,,,,,,,,,
leave encashment,रजा नगदीकरण.,,,,,,,,,
leave reserve,रजा-सांठो पु.,,,,,,,,,
leave rules,रजा-नेमावळ स्त्री.,,,,,,,,,
leave salary,रजा-वेतन अ.,,,,,,,,,
leave substitute,रजाकाळीन बदली कर्मचारी.,,,,,,,,,
leave vacancy,रजाकाळी रक्ती.,,,,,,,,,
leave without pay,बिनपगारी रजा.,,,,,,,,,
leave with pay,भरपगारी रजा.,,,,,,,,,
lecture hall,सभाघर अ, व्याख्यानकक्ष पु.,,,,,,,,
lecturer guide,व्याख्यातो (ती) मार्गदर्शक,,,,,,,,,
ledger,खातेवही स्त्री.,,,,,,,,,
ledger balance,खातेवही प्रमाण बाकी.,,,,,,,,,
ledger folio,खातेवही पान.,,,,,,,,,
legacy,वारसो पू, येरांस अ, दायज अ.,,,,,,,
legal,कायदेशीर वैध.,,,,,,,,,
legal absence,वैध गैरहाजिरी.,,,,,,,,,
legal action,कायदेशीर कारवाय.,,,,,,,,,
legal adviser,विधी-सल्लागार, कायदो-सल्लागार,,,,,,,,
legal aid,विधी सहायता स्त्री.,,,,,,,,,
legal aid cell,विधी सहायता कक्ष.,,,,,,,,,
legal charges 1. 1.,विधी अधिभार पु, विधी शुल्क.,,,,,,,,
legal documents g,विधी-दस्तावेज भो.,,,,,,,,,
legal guardian,कायदेशीर पालक, वैध पालक.,,,,,,,,
legality,कायदेशीरपण अ, वैधताय स्त्री.,,,,,,,,
legalization,विधीकरण अ. ,,,,,,,,,
legalize vt,विधीकृत करप.,,,,,,,,,
legally,कायदेशीरपणान.,,,,,,,,,
legally binding,कायद्यान बंधनकारी.,,,,,,,,,
legal practice,वकिली स्त्री, आदोगाशी स्त्री.,,,,,,,,
legal practitioner,वकील पू/स्त्री, आदोगाद पू/ स्त्री.,,,,,,,,
legal representative,प्रतिनिधी पु/स्त्री, वकील पू/स्त्री, कायदेशीर -प्रतिनिधी पु/स्त्री.,,,,,,,
legate,दूत पू/ सरी.,,,,,,,,,
legible,निगूत अक्षरी, सुवाच्च.,,,,,,,,
legislation,विधीकरण अ, विधीकृती स्त्री.,,,,,,,,
legislative,विधीमंडळीय, कायदेकरण.,,,,,,,,
legislative assembly,विधानसभा स्त्री.,,,,,,,,,
legislative business,विधीमंडळ कामकाज.,,,,,,,,,
legislative council,विधान परिशद्‌.,,,,,,,,,
legislative function,कायदेकरण कार्यभार.,,,,,,,,,
legislative measures,कायदेकरण कारवाय, कायदेकरण उपाय.,,,,,,,,
legislative remedy,कायदेकरण उपाय, कायदेकरण उपचार.,,,,,,,,
,,,,,,,,,,
legislature, विधीमंडळ अ, विधानमंडळ अ.,,,,,,,,
legitimacy,वैधताय स्त्री ,औरसताय स्त्री.,,,,,,,,
legitimate,वैध, कायदेशीर, औरस.,,,,,,,
legitimate claim,वैध दावो.,,,,,,,,,
legitimate grievance,कायदेशीर कागाळ.,,,,,,,,,
leisure,उसरपत स्त्री, फुरसत स्त्री.,,,,,,,,
length of service,सेवाकाळ पृ.,,,,,,,,,
leniency,सौम्यपण अ, काकूळट स्त्री, द्या स्त्री.,,,,,,,
leniency bias,दया-कल पु.,,,,,,,,,
lessee,पट्टीधारक पू/स्त्री ,कूळ अ, भाडेकार (कान्न).,,,,,,,
letter,पत्र अ, चीट स्त्री.,,,,,,,,
letter box,पत्रपेटी स्त्री.,,,,,,,,,
letter card,पत्रकार्ड अ.,,,,,,,,,
letter head,लेटरहेड स्त्री.,,,,,,,,,
letter pad,लेटरपॅड अ.,,,,,,,,,
"level,",स्तर पू, पांवडो पृ पातळी स्त्री, सपाटी स्त्री सपाट, समतल.,,,,,,
leverage,प्रभावन-तांक स्त्री,प्रभाव पु.,,,,,,,,
levy ,आकारप ,भरती करप (फौजेत बी),कर पू, वसुली स्त्री, शुल्क अ,भरती स्त्री (फौज).,,,,
lexicography,कोशविज्ञान अ, कोशरचणूकशासत्र अ.,,,,,,,,
lexicon,कोश पु ,शब्दभांडार अ.,,,,,,,,
liability,दायित्व अ, जापसालदारकी (कायदो) स्त्री.,,,,,,,,
liability limits,दायित्व मर्यादा.,,,,,,,,,
liable ,दायित्वदार,जापसालदार, जबाबदार.,,,,,,,
liason ,संपर्क पू, संबंद पृ ,अवैध संबंद.,,,,,,,
library,वाचपघर अ, वाचनालय अ.,,,,,,,,
licence,परवानो पू, लायसन अ.,,,,,,,,
licence fee,परवानो-शुल्क अ.,,,,,,,,,
licence holder,परवानोधारक पु/स्त्री.,,,,,,,,,
licenced,परवानोप्राप्त.,,,,,,,,,
licensee,परवानोधारी पू/स्त्री.,,,,,,,,,
lien,पुनर्ग्रहण अधिकार.,,,,,,,,,
life annuity,आजीव वर्सासन.,,,,,,,,,
life certificate,जिवीतपण दाखलो.,,,,,,,,,
life imprisonment,आजिवन कारावास, जल्मटठेप स्त्री, आजल्म बंदखण.,,,,,,,
life insurance,जिवन विमो.,,,,,,,,,
life insurance premium,जिवन विमो हत्पो.,,,,,,,,,
life saving apparatus,जीवरक्षा-उपकरणां अभो.,,,,,,,,,
light house,दीपगृह अ.,,,,,,,,,
light industry,लघू-उद्देग पु.,,,,,,,,,
lightning call,द्रूत कॉल.,,,,,,,,,
lightning strike,अकस्मीक संप, अकस्मीक हरताळ,अकस्मीक घुरी.,,,,,,,
lightship,दीपनौका स्त्री.,,,,,,,,,
"limit, vt",मर्याद स्त्री, मर्यादा स्त्री, शीम अ, हद्द स्त्री, मर्यादा घालप, मर्यादा पाळप.,,,,
limitation,मर्यादा स्त्री, शीम स्त्री, हद्द स्त्री.,,,,,,,
limited,मर्यादीत, सिमीत.,,,,,,,,
limited by guarantee,  हमी मर्यादीत.,,,,,,,,,
limited concern,मर्यादीत आस्थापन.,,,,,,,,,
limited liability,मर्यादीत दायित्व, मर्यादीत जापसालदारकी.,,,,,,,,
limited tender,मर्यादीत-निविदा स्त्री.,,,,,,,,,
line authority,आसपावणी अधिकारिणी.,,,,,,,,,
line of action,काखायेची दिशा.,,,,,,,,,
line of command,आदेश अनुक्रम, आदेशाधिकार अनुक्रम.,,,,,,,,
line of control,नियंत्रण रेग.,,,,,,,,,
line of promotion,बडटेचो दिशाक्रम.,,,,,,,,,
link ,दुवो पू, जोडणी स्त्री, संधी स्त्री ,संबंद पू, संलग्नताय स्त्री, संपर्क पर,दुवो सादप, संपर्क दवरप, संबंद आसप, संपर्क आसप.
linkage,संलग्नता स्त्री, संबंद पू, दुवो पू, जोड स्त्री, संधी स्त्री.,,,,,
linked file,संलग्न फायल.,,,,,,,,,
linking of references,संदर्भ जोडणी.,,,,,,,,,
link language,संपर्कभास स्त्री.,,,,,,,,,
liquidated damages,परिसमापीत लुकसाणभरपाय .,,,,,,,,,
liquidation,परिसमापन अ,,,,,,,,,
liquidator,परिसमापक पु/ स्त्री.,,,,,,,,,
"list, vt", सुची स्त्री, वळेरी स्त्री ,सुची करप, वळेरी करप, वळेरीबद्द करप.,,,,,
listener’s research,श्रोतो-संशोधन अ.,,,,,,,,,
list of business,कामकाज वळेरी.  ,,,,,,,,,
literacy,साक्षरताय स्त्री, साक्षरता स्त्री.,,,,,,,,
literacy drive,साक्षरता अभियान, साक्षरता मोहीम.,,,,,,,,
literacy mission,साक्षरता मिशन.,,,,,,,,,
literal,उतरा उतरी, शब्दशा.,,,,,,,,
literate,साक्षर.,,,,,,,,,
litigant,फिर्यादी पू/स्त्री, वादी पु/स्त्री, खटलेकार (कान्न).,,,,,,,
litigation,फिर्याद स्त्री, न्यायीक कागाळ, खटलो पु.,,,,,,,
livelihood,जिविका स्त्री.,,,,,,,,,
livery allowance,वर्दी भत्तो.,,,,,,,,,
livestock,पशूधन अ.,,,,,,,,,
living expense,जिवीक खर्च.,,,,,,,,,
living quarters,रावतिका आवास.,,,,,,,,,
living standard,जिवनमान अ.,,,,,,,,,
living wage,जिविका मजुरी.,,,,,,,,,
loading,मालभरणी स्त्री, अतिरिक्त भार.,,,,,,,,
loan,रीण अ, कर्ज अ.,,,,,,,,
loanee,रीणघेतो (ती).,,,,,,,,,
loaner,रीणदितो (ती).,,,,,,,,,
loaning department,रीण विभाग.,,,,,,,,,
lobby,आतिथ्यकक्ष पू, प्रवेश कक्ष ,प्रभाव गट.,,,,,,,
lobbying,लॉबिंग पु.,,,,,,,,,
local authority,थळावें प्राधिकरण, थळावो अधिकारी.,,,,,,,,
local body,थळावी संस्था, थळावें मंडळ.,,,,,,,,
local call,थळावी कॉल (फोन).,,,,,,,,,
local delivery,थळावी पावोवणी.,,,,,,,,,
local labour, थळावो कामगारवर्ग.,,,,,,,,,
local purchase,थळावी खरेदी.,,,,,,,,,
local recruitment,थळावी सेवा भरती.,,,,,,,,,
local self-government,थळावें स्वयंप्रशासन, थळावी स्वराज्य संस्था.,,,,,,,,
local stock,थळावो सांठो.,,,,,,,,,
local tender,थळावी निविदा.,,,,,,,,,
location,सुवात स्त्री, थळ अ.,,,,,,,,
lock in period ,बंदून काळ,कायमी काळ.,,,,,,,,
lockout,टाळेबंदी स्त्री.,,,,,,,,,
lock up,कच्ची बंदखण ,पुलीस कोठी,  अटक कूड, कच्ची कादय.,,,,,,
locus standi,अधिस्थिती.,,,,,,,,,
"lodge, vt",लॉज अ, आवासिका स्त्री, वसतीस्थान अ ,तक्रार करप, कागाळ नोंदप ,दवरप.,,,,
lodging,आवास पु.,,,,,,,,,
lodging house,आवास घर, निवास घर.,,,,,,,,
log book,लॉग बूक, रोजनामो पृ.,,,,,,,,
logic,तर्कशास्त्र अ, तर्क अ.,,,,,,,,
logical action,तर्कनिश्‍ठ कारवाय.,,,,,,,,,
logical end,तर्कसंगत शेवट,पूर्ण अंत.,,,,,,,,
logo,लोगो पु, प्रतीक चिन्न, बोध चिन्न.,,,,,,,
long distance call,दुरस्थ कॉल.,,,,,,,,,
longhand,सदचें बरप.,,,,,,,,,
long term,दिर्घकालीन, दिर्घावधी.,,,,,,,,
long-term objectives,दिर्घावधी उद्देश.,,,,,,,,,
loose change,चिल्लर स्त्री, मोड स्त्री.,,,,,,,,
looseotes,सुट्यो नोटी.,,,,,,,,,
loose sheets,सुटीं पानां.,,,,,,,,,
